,target
4804,1
255,0
7026,1
5713,1
3324,1
7714,1
1581,1
924,0
2779,1
7891,1
6132,1
5320,1
7312,0
7102,0
6042,1
3775,0
4835,1
4964,0
539,0
7483,0
2745,0
3719,0
6819,1
4468,0
667,1
7575,0
5063,0
1353,1
7114,1
8961,0
2703,1
3330,1
8053,0
3584,1
8493,0
5645,0
3376,0
1256,1
6190,1
5348,0
4175,1
4910,0
1852,0
6316,1
8866,1
2105,1
133,1
5029,0
928,1
823,0
7576,0
1531,0
1214,0
504,0
6530,1
3072,1
6619,0
3709,0
4849,1
4748,1
4268,0
8889,0
4186,1
5301,0
2923,0
6588,0
1810,0
3486,1
7419,1
3141,0
1324,1
4312,1
7494,0
8549,0
5541,1
6172,0
1540,0
2681,0
8893,0
6313,1
1191,0
5293,0
1542,1
7056,0
2539,1
953,1
7241,0
6731,0
4846,0
6801,0
8010,1
4330,1
5334,0
7330,1
4729,0
6541,0
5305,1
5161,0
7860,1
2156,0
1062,1
1167,1
3636,0
7651,1
5588,1
7192,1
4491,0
7266,1
4980,0
8335,1
8955,1
4946,0
2782,0
717,1
2502,0
4360,0
4171,0
8082,1
8781,1
395,0
7186,0
8963,0
4492,1
1365,1
8570,0
5917,0
4968,0
2914,1
5644,1
3766,0
3440,0
7357,0
6806,0
2143,1
5104,1
5073,0
1571,0
4079,0
1122,1
2786,0
2967,0
2504,0
5988,1
7164,0
728,0
7587,1
7543,1
412,0
5745,1
7668,0
825,1
3267,0
3974,1
8306,0
417,1
6748,0
2082,0
3373,1
5726,0
4107,1
4380,1
7723,1
1066,0
3913,0
5536,0
8002,1
5387,0
5732,1
2738,1
5052,1
4000,0
2427,0
6833,1
1687,1
851,1
6303,1
5878,0
8527,1
2839,0
4611,0
2489,0
6905,1
7390,1
2849,0
6665,0
5881,1
4452,1
7421,1
6484,1
2479,1
6617,1
2141,0
5188,0
2744,0
7253,1
3506,1
1679,1
4249,1
3147,0
8130,0
7004,1
580,1
4070,1
3343,1
7404,0
3672,0
559,0
5237,1
7805,0
512,0
1081,0
1664,1
1931,1
8696,1
1150,0
2838,1
5949,0
8308,0
5177,0
830,0
8311,1
4752,0
8746,1
635,0
4465,0
6799,1
7987,0
7079,1
6966,0
4142,1
7027,0
876,0
4869,0
5315,0
5222,0
4,0
3051,0
5691,0
3124,1
2491,0
3854,0
4777,1
7509,0
6457,1
6293,1
1148,1
574,1
3769,0
4146,0
853,1
5919,0
6614,1
6002,0
4495,1
8173,0
6655,0
2368,0
4780,1
7992,1
2950,1
5625,1
6971,0
1841,0
5986,0
537,0
2806,0
5801,0
5596,0
7206,1
7343,0
7560,0
8096,0
784,0
1409,0
154,1
7806,1
3009,0
1686,0
4014,0
7455,0
3863,0
2733,0
1895,0
5442,0
569,1
6709,1
5854,0
1816,0
8319,0
3394,1
3327,0
8982,1
6102,0
2975,0
980,1
190,0
5088,1
699,0
8780,0
606,0
301,0
3420,0
8821,1
1060,1
3444,1
1069,0
2205,1
7339,0
8208,0
7679,0
4642,1
7683,1
7996,1
5600,1
7022,0
4893,1
225,1
3354,0
5895,1
3436,1
1693,0
6893,0
1045,1
3446,0
8050,0
8981,1
4735,1
4496,0
1218,0
6015,0
3987,1
4911,1
4493,1
6944,0
5699,1
8352,1
956,1
2869,1
4433,0
4973,0
2961,0
2200,1
98,0
8863,0
2557,0
8445,0
4199,1
5539,1
1648,0
6197,0
6295,1
4499,0
1154,1
2255,1
3170,0
7400,1
7158,0
3108,0
4548,0
5423,0
2049,1
8814,0
262,0
4061,1
5534,0
6616,1
8120,1
8155,0
1802,0
4736,0
2385,0
6694,1
5759,1
1959,1
2976,1
8680,0
1843,1
1734,1
2911,1
8338,0
1986,0
6546,0
7098,0
2811,0
659,0
2511,1
4282,1
8800,0
6287,1
1930,0
7125,0
197,1
7777,0
2931,1
8004,1
2327,0
4389,1
4218,1
202,1
3510,1
4931,0
5535,1
5791,0
1707,1
5172,0
5249,1
6528,0
8862,0
5855,0
8164,0
854,1
4737,1
698,1
3696,1
1636,0
7280,0
7554,1
3581,1
1291,1
6585,0
1853,1
5232,0
3763,1
3304,1
1495,1
7994,0
1998,1
663,1
3748,1
4413,0
5530,0
5575,0
7526,1
5864,0
6776,1
1306,1
7392,0
5592,0
1663,1
5450,0
3627,1
2693,0
5915,0
3157,1
6668,1
1059,0
4636,1
3242,0
1678,1
6892,0
6374,0
7574,0
1757,1
6019,1
5116,1
8755,1
7408,0
2790,1
863,1
7858,0
1484,1
7035,1
7721,1
5977,1
5134,0
206,1
4488,1
6938,0
6910,0
502,0
7385,1
1028,0
3840,0
8110,0
5056,1
8154,1
2731,1
2454,1
7215,1
3104,0
8392,1
6278,0
3099,1
6184,0
3561,0
5892,0
391,1
6736,1
5618,1
5258,0
2695,1
2027,1
5463,0
2568,1
8006,0
64,1
2062,1
5276,0
7208,0
8684,1
8571,0
6331,0
4859,0
4887,1
878,0
8529,0
7916,0
6863,0
7892,0
6439,1
7869,0
1016,0
7629,1
995,0
4297,1
161,1
5675,0
6873,0
7989,1
3843,0
1021,0
3073,1
7555,1
3943,0
1585,1
3152,0
8226,1
775,0
7099,0
5486,1
6235,1
7041,0
2612,0
7513,0
8433,1
8792,1
5393,0
8838,1
3890,1
3556,1
1528,0
1267,0
7734,1
1899,0
4658,1
3005,0
2734,1
189,0
2747,0
2047,0
7849,0
2558,1
8666,0
6396,1
3385,0
4555,1
1184,0
6420,0
5051,1
5311,1
2433,0
6949,1
769,1
1685,1
8322,1
5578,0
4426,1
466,1
6265,1
5734,0
5191,0
5390,0
860,0
7270,0
